#Transcript position	Transcript coverage profile
0.0	0.25151541235133373
1.0	0.009735517582482625
2.0	0.01693482721831111
3.0	0.024657079328281744
4.0	0.033405638159751366
5.0	0.02105439315008945
6.0	0.024699739971099165
7.0	0.023098580070849535
8.0	0.022023727384600674
9.0	0.015302068600935886
10.0	0.01953880690038736
11.0	0.043183121037915384
12.0	0.024715212628988046
13.0	0.03308803380534432
14.0	0.029193638528781908
15.0	0.02682957027886174
16.0	0.023882742198673333
17.0	0.01567434701231331
18.0	0.027318641634887043
19.0	0.02624386022742972
20.0	0.024023698083381298
21.0	0.012933444259965999
22.0	0.0011148272017837235
23.0	0.020354774804691993
24.0	0.023723941249792508
25.0	0.018772874774140535
26.0	0.009250272147665497
27.0	0.01965941264410432
28.0	0.031066585096172668
29.0	0.001885014137606032
30.0	0.008931337950913673
31.0	0.006070967912759624
32.0	0.03490768563786675
33.0	0.0384026567630636
34.0	0.021641718866236163
35.0	0.008656534909513177
36.0	0.028798030545580874
37.0	0.03435250559437456
38.0	0.013293382107230335
39.0	0.007699938712330859
40.0	0.01401200415795647
41.0	0.04177482405626451
42.0	0.02369718378053895
43.0	0.011134616044572675
44.0	0.024310434483274253
45.0	0.014881577854858628
46.0	0.03948078004427492
47.0	0.009595146462374844
48.0	0.004810672312743564
49.0	0.014163654533125503
50.0	0.03036945112062228
51.0	0.03586538071015245
52.0	0.006794325456121903
53.0	0.022089994189695764
54.0	0.019535673525846408
55.0	0.01044817639269794
56.0	0.013014072710983194
57.0	0.006633558946426903
58.0	0.02832317227791691
59.0	0.024497071241744182
60.0	0.024668073862071205
61.0	0.022204649410944473
62.0	0.018835937901554876
63.0	0.034004094659879455
64.0	0.028233886488238172
65.0	0.013331695115431455
66.0	0.03640115013249278
67.0	0.021199132258781006
68.0	0.014117194050909226
69.0	0.029531971146635312
70.0	0.016926754197685846
71.0	0.016665767673186765
72.0	0.02356972554593451
73.0	0.00829986216401035
74.0	0.015854091904183243
75.0	0.011896716096824689
76.0	0.01658403138389019
77.0	0.0060058463766380805
78.0	0.014060473135115268
79.0	0.026330530655374978
80.0	0.03235788381330839
81.0	0.010258129801872146
82.0	0.002302631578947368
83.0	0.007980496542116524
84.0	0.007131772887605048
85.0	0.009131404115327946
86.0	0.014604316480477893
87.0	0.017922285242892147
88.0	0.03471014847004205
89.0	0.018377726093394713
90.0	0.014789059736904966
91.0	0.01626781102239687
92.0	0.027486352020686288
93.0	0.012293411578881745
94.0	0.03160590353175018
95.0	0.047432024497625735
96.0	0.04592897150966091
97.0	0.052700934576696404
98.0	0.04870668245304091
99.0	0.04916828869910522
